,assay_id,standard_value,standard_units,canonical_smiles,tid,pref_name,organism,affinity
1188,541285,38439.999999999985,nM,COc1ccc(F)cc1C[C@H]2CC[C@H](CCN)O2,155,Dopamine transporter,Homo sapiens,4.415216621003492
1189,541285,36340.00000000001,nM,COc1ccc(F)cc1C[C@@H]2CC[C@H](CCN)O2,155,Dopamine transporter,Homo sapiens,4.439615077027985
1190,541285,8555.000000000002,nM,COc1ccc(F)cc1CC[C@H]2CC[C@H](CN)O2,155,Dopamine transporter,Homo sapiens,5.067779986122881
1191,541285,34300.0,nM,COc1ccc(F)cc1CC[C@@H]2CC[C@H](CN)O2,155,Dopamine transporter,Homo sapiens,4.464705879957229
1192,541285,27850.0,nM,COc1ccc(F)cc1CC[C@H]2CC[C@H](CCN)O2,155,Dopamine transporter,Homo sapiens,4.555174800490252
1193,541285,36710.00000000001,nM,COc1ccc(F)cc1CC[C@@H]2CC[C@H](CCN)O2,155,Dopamine transporter,Homo sapiens,4.435215615496013
1194,541285,7618.000000000002,nM,COc1ccc(F)cc1CCC[C@H]2CC[C@H](CN)O2,155,Dopamine transporter,Homo sapiens,5.118159031675073
1195,541285,6287.999999999999,nM,COc1ccc(F)cc1CCC[C@@H]2CC[C@H](CN)O2,155,Dopamine transporter,Homo sapiens,5.201487466968649
1198,541285,16540.000000000007,nM,COc1ccc(F)cc1CCCC[C@H]2CC[C@H](CN)O2,155,Dopamine transporter,Homo sapiens,4.781464494783472
1199,541285,37459.99999999999,nM,COc1ccc(F)cc1CCCCC2CCC(CCN)O2,155,Dopamine transporter,Homo sapiens,4.426432226960782
1200,520034,199.99999999999997,nM,Cl.CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N,155,Dopamine transporter,Homo sapiens,6.698970004336019
1201,520034,299.99999999999994,nM,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,155,Dopamine transporter,Homo sapiens,6.522878745280337
1202,520034,1100.0,nM,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,155,Dopamine transporter,Homo sapiens,5.958607314841775
1203,520034,1199.9999999999998,nM,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3NC(=O)Nc23)cc1,155,Dopamine transporter,Homo sapiens,5.920818753952375
1205,571436,175.00000000000003,nM,CCCC(N1CCCC1)C(=O)c2ccc(N)c(I)c2,155,Dopamine transporter,Homo sapiens,6.756961951313706
1206,571436,7.000000000000002,nM,CCCC(N1CCCC1)C(=O)c2ccc(N)cc2,155,Dopamine transporter,Homo sapiens,8.154901959985743
1207,571436,263.99999999999994,nM,CCCC(N1CCCC1)C(=O)c2ccc(N=[N+]=[N-])c(I)c2,155,Dopamine transporter,Homo sapiens,6.578396073130169
1210,575207,399.99999999999994,nM,Clc1ccccc1OC(C2CCNCC2)c3cccnc3,155,Dopamine transporter,Homo sapiens,6.3979400086720375
1211,575207,4000.0,nM,CCc1ccccc1OC(C2CCNCC2)c3cccnc3,155,Dopamine transporter,Homo sapiens,5.3979400086720375
1212,575207,2919.9999999999995,nM,CCOc1ccccc1OC(C2CCNCC2)c3cccnc3,155,Dopamine transporter,Homo sapiens,5.534617148551582
1213,575207,40000.0,nM,FC(F)(F)Oc1ccccc1OC(C2CCNCC2)c3cccnc3,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1214,575207,40000.0,nM,C1CC(CCN1)C(Oc2ccccc2c3ccccc3)c4cccnc4,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1215,575207,4000.0,nM,C1CC(CCN1)C(Oc2ccccc2Oc3ccccc3)c4cccnc4,155,Dopamine transporter,Homo sapiens,5.3979400086720375
1216,575207,1599.9999999999998,nM,Clc1cccc(OC(C2CCNCC2)c3cccnc3)c1,155,Dopamine transporter,Homo sapiens,5.795880017344075
1217,575207,7830.000000000002,nM,CCc1ccc(OC(C2CCNCC2)c3cccnc3)cc1,155,Dopamine transporter,Homo sapiens,5.106238237942057
1218,575207,29999.999999999993,nM,CSc1ccc(OC(C2CCNCC2)c3cccnc3)cc1,155,Dopamine transporter,Homo sapiens,4.522878745280337
1219,575207,149.99999999999997,nM,Clc1cccc(OC(C2CCNCC2)c3cccnc3)c1Cl,155,Dopamine transporter,Homo sapiens,6.823908740944319
1220,575207,590.0000000000001,nM,Cc1ccc(cn1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3,155,Dopamine transporter,Homo sapiens,6.229147988357855
1221,575207,1070.0000000000005,nM,Fc1cccc(OC(C2CCNCC2)c3cccnc3)c1F,155,Dopamine transporter,Homo sapiens,5.97061622231479
1222,575207,1270.0000000000002,nM,Cc1cccc(OC(C2CCNCC2)c3cccnc3)c1C,155,Dopamine transporter,Homo sapiens,5.896196279044043
1223,575207,480.0,nM,Clc1ccc(OC(C2CCNCC2)c3cccnc3)c(Cl)c1,155,Dopamine transporter,Homo sapiens,6.318758762624412
1224,575207,4000.0,nM,Clc1ccc(Cl)c(OC(C2CCNCC2)c3cccnc3)c1,155,Dopamine transporter,Homo sapiens,5.3979400086720375
1225,575207,353.0,nM,Clc1cccc(OC(C2CCNCC2)c3ccccn3)c1Cl,155,Dopamine transporter,Homo sapiens,6.452225294612178
1226,575207,644.0,nM,Cc1ccnc(c1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3,155,Dopamine transporter,Homo sapiens,6.1911141326401875
1227,575207,3470.0,nM,Cc1ccc(nc1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3,155,Dopamine transporter,Homo sapiens,5.459670525209126
1228,575207,60.0,nM,Clc1cccc(OC(C2CCNCC2)c3ccncc3)c1Cl,155,Dopamine transporter,Homo sapiens,7.221848749616356
1233,575207,5.999999999999999,nM,Clc1cccc(OC([C@@H]2CCCNC2)c3cccnc3)c1Cl,155,Dopamine transporter,Homo sapiens,8.221848749616356
1235,575207,52.999999999999986,nM,Clc1cccc(OC([C@H]2CCCNC2)c3cccnc3)c1Cl,155,Dopamine transporter,Homo sapiens,7.275724130399211
1237,575207,719.9999999999998,nM,Clc1cccc(OC([C@@H]2CCNC2)c3ccccn3)c1Cl,155,Dopamine transporter,Homo sapiens,6.142667503568732
1239,575207,1059.9999999999998,nM,Clc1cccc(OC([C@H]2CCNC2)c3ccccn3)c1Cl,155,Dopamine transporter,Homo sapiens,5.97469413473523
1241,575207,370.0,nM,C1CC(CCN1)C(Oc2cccc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,6.431798275933005
1242,575207,199.99999999999997,nM,Clc1cccc(OC(C2CCNCC2)c3ccccc3)c1Cl,155,Dopamine transporter,Homo sapiens,6.698970004336019
1243,579693,2.9999999999999996,nM,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(C)cc3)N2CC#CCF,155,Dopamine transporter,Homo sapiens,8.522878745280337
1244,578028,4200.000000000001,nM,CN(C)C[C@H]1C[C@@H]1c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,5.376750709602099
1246,578028,690.0000000000002,nM,CN(C)C[C@H]1CCC[C@@H]1c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,6.161150909262744
1247,587777,8.999999999999996,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.045757490560675
1248,587777,232.0,nM,CCSc1ccc(cc1)[C@H]2CC3CCC([C@H]2C(=O)OC)N3C,155,Dopamine transporter,Homo sapiens,6.634512015109101
1249,587777,16.0,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC(C)C)cc3)N2C,155,Dopamine transporter,Homo sapiens,7.795880017344075
1250,587777,199.99999999999997,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC(F)(F)F)cc3)N2C,155,Dopamine transporter,Homo sapiens,6.698970004336019
1251,587777,10.100000000000001,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)c(Br)c3)N2C,155,Dopamine transporter,Homo sapiens,7.995678626217357
1252,587777,76.00000000000001,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc([S+](C)[O-])c(Br)c3)N2C,155,Dopamine transporter,Homo sapiens,7.119186407719209
1253,587777,90.99999999999999,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)[S+](C)[O-])N2C,155,Dopamine transporter,Homo sapiens,7.040958607678906
1254,587777,10000.0,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)S(=O)(=O)C)N2C,155,Dopamine transporter,Homo sapiens,5.0
1255,587777,28.000000000000007,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)cc3)N2,155,Dopamine transporter,Homo sapiens,7.552841968657781
1256,587777,177.00000000000003,nM,CCSc1ccc(cc1)[C@H]2CC3CCC(N3)[C@H]2C(=O)OC,155,Dopamine transporter,Homo sapiens,6.752026733638194
1257,587777,112.00000000000003,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)cc3)N2CCCF,155,Dopamine transporter,Homo sapiens,6.950781977329818
1258,587777,1199.9999999999998,nM,CCSc1ccc(cc1)[C@H]2CC3CCC([C@H]2C(=O)OC)N3CCCF,155,Dopamine transporter,Homo sapiens,5.920818753952375
1259,587777,70.99999999999999,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(SC)cc3)N2CC=C,155,Dopamine transporter,Homo sapiens,7.1487416512809245
1260,587777,1100.0,nM,CCSc1ccc(cc1)[C@H]2CC3CCC([C@H]2C(=O)OC)N3CC=C,155,Dopamine transporter,Homo sapiens,5.958607314841775
1261,587777,74.0,nM,CCCN1C2CCC1[C@H]([C@H](C2)c3ccc(SC)cc3)C(=O)OC,155,Dopamine transporter,Homo sapiens,7.130768280269024
1262,587777,899.9999999999998,nM,CCCN1C2CCC1[C@H]([C@H](C2)c3ccc(SCC)cc3)C(=O)OC,155,Dopamine transporter,Homo sapiens,6.045757490560675
1263,587777,6.499999999999997,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(OC)cc3)N2C,155,Dopamine transporter,Homo sapiens,8.187086643357144
1265,591456,0.0019999999999999996,nM,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccccc3C#N,155,Dopamine transporter,Homo sapiens,11.698970004336019
1266,591456,0.059000000000000025,nM,Cl.CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(c1)C#N,155,Dopamine transporter,Homo sapiens,10.229147988357855
1267,591456,0.19999999999999998,nM,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3cccc(Cl)c3C#N,155,Dopamine transporter,Homo sapiens,9.698970004336019
1269,591456,2.8000000000000007,nM,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3C#N,155,Dopamine transporter,Homo sapiens,8.55284196865778
1270,591456,3.6999999999999993,nM,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3,155,Dopamine transporter,Homo sapiens,8.431798275933005
1271,595698,2319.0,nM,CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,155,Dopamine transporter,Homo sapiens,5.634699251362012
1272,595698,2310.0000000000005,nM,CC(NC(C)(C)C)C(=O)c1ccccc1,155,Dopamine transporter,Homo sapiens,5.636388020107855
1273,595698,2060.0,nM,CC(N(C)C(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,5.686132779630847
1274,595698,2000.0,nM,CC(C)NC(C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,5.698970004336019
1275,595698,1743.9999999999998,nM,CCN(CC)C(C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,5.758453519403451
1276,595698,1570.0,nM,CCCCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,5.804100347590766
1277,595698,1533.9999999999998,nM,CC(N(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,5.814174640387038
1278,595698,1459.9999999999998,nM,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,155,Dopamine transporter,Homo sapiens,5.835647144215563
1279,595698,1295.0,nM,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,155,Dopamine transporter,Homo sapiens,5.887730231582729
1280,595698,1033.0000000000002,nM,CC(N1CCCCC1)C(=O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,5.985899678480379
1281,595698,979.9999999999998,nM,CC(NC1CCCC1)C(=O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.008773924307505
1282,595698,950.0000000000002,nM,CC(NC(C)(C)C)C(=O)c1ccc(Br)c(C)c1,155,Dopamine transporter,Homo sapiens,6.022276394711152
1283,595698,950.0000000000002,nM,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1,155,Dopamine transporter,Homo sapiens,6.022276394711152
1285,595698,649.9999999999998,nM,CC(NC(C)(C)C)C(=O)c1ccc(C)c(Cl)c1,155,Dopamine transporter,Homo sapiens,6.187086643357144
1286,595698,440.0,nM,CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,6.356547323513812
1287,595698,271.0000000000001,nM,CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,155,Dopamine transporter,Homo sapiens,6.567030709125594
1289,595698,264.99999999999994,nM,CC(NC1CC1)C(=O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.576754126063192
1290,595698,175.00000000000003,nM,CCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,155,Dopamine transporter,Homo sapiens,6.756961951313706
1291,595698,135.0,nM,CCCCCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,6.8696662315049934
1292,595698,84.00000000000001,nM,CCCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,155,Dopamine transporter,Homo sapiens,7.075720713938118
1293,595698,69.0,nM,CCCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,7.161150909262744
1294,595698,32.99999999999999,nM,CCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,7.481486060122113
1295,595698,31.000000000000007,nM,CCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,7.508638306165727
1297,596936,40000.0,nM,CCCN(C1CCNCC1)C(=O)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1298,596936,40000.0,nM,O=C(N(C1CCC1)C2CCNCC2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1299,596936,14000.000000000004,nM,CC(C)N([C@@H]1CCNC1)C(=O)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,4.853871964321762
1300,596936,5800.0,nM,O=C(N(C1CCC1)[C@@H]2CCNC2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,5.236572006437063
1301,596936,7400.0,nM,O=C(N(C1CCCC1)[C@@H]2CCNC2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,5.130768280269024
1302,596936,9500.0,nM,CC(C)CN([C@@H]1CCNC1)C(=O)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,5.022276394711152
1303,596936,743999.9999999999,nM,CC(C)CN([C@H]1CCNC1)C(=O)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,3.1284270644541214
1304,596936,40000.0,nM,CCN([C@@H]1CCNC1)C(=O)c2ccc(Cl)c(Cl)c2C,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1305,596936,40000.0,nM,CC(C)N([C@@H]1CCNC1)C(=O)c2ccc(Cl)c(Cl)c2C,155,Dopamine transporter,Homo sapiens,4.3979400086720375
1306,596936,28000.000000000007,nM,Cc1c(Cl)c(Cl)ccc1C(=O)N(CC(C)(C)C)[C@H]2CCNC2,155,Dopamine transporter,Homo sapiens,4.552841968657781
1307,596936,68000.0,nM,CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3,155,Dopamine transporter,Homo sapiens,4.167491087293763
1308,596936,28000.000000000007,nM,Cc1c(CN([C@@H]2CCNC2)S(=O)(=O)C)ccc3cc(F)ccc13,155,Dopamine transporter,Homo sapiens,4.552841968657781
1309,596936,4899.999999999997,nM,CS(=O)(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3,155,Dopamine transporter,Homo sapiens,5.309803919971486
1310,596936,2800.0000000000005,nM,CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@H]3CCNC3,155,Dopamine transporter,Homo sapiens,5.552841968657781
1311,596936,1499.9999999999998,nM,CC(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3,155,Dopamine transporter,Homo sapiens,5.823908740944319
1312,596936,339.0,nM,CCC(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3,155,Dopamine transporter,Homo sapiens,6.4698003017969175
1313,596936,1299.9999999999995,nM,C(N(C1CCNCC1)c2ncccn2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,5.886056647693163
1314,596936,11999.999999999998,nM,CC(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3,155,Dopamine transporter,Homo sapiens,4.920818753952375
1315,596936,266.0,nM,CCC(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3,155,Dopamine transporter,Homo sapiens,6.575118363368933
1316,595698,257.99999999999994,nM,CC(NC1CCC1)C(=O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.58838029403677
1317,595698,10000.0,nM,CC(C)(C)NC(CCC1CCCCC1)C(=O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,5.0
1318,595698,5600.000000000001,nM,CC(NC(C)(C)C)C(=O)c1cc(F)cc(F)c1,155,Dopamine transporter,Homo sapiens,5.251811972993799
1320,602898,808.9999999999999,nM,CNCC[C@@H](Oc1cccc2ccccc12)c3cccs3,155,Dopamine transporter,Homo sapiens,6.092051478387727
1321,602898,10000.0,nM,NCC[C@@H](Oc1cccc2ccccc12)c3cccs3,155,Dopamine transporter,Homo sapiens,5.0
1322,602898,10000.0,nM,NCC[C@H](Oc1cccc2ccccc12)c3cccs3,155,Dopamine transporter,Homo sapiens,5.0
1323,602898,1793.0,nM,COc1ccc(cc1OC)C2=NN(CCCCCNCC[C@@H](Oc3cccc4ccccc34)c5cccs5)C(=O)[C@@H]6CC=CC[C@H]26,155,Dopamine transporter,Homo sapiens,5.746419710437817
1324,602898,6630.0,nM,COc1ccc(cc1OC)C2=NN(CCCCCNCC[C@H](Oc3cccc4ccccc34)c5cccs5)C(=O)[C@@H]6CC=CC[C@H]26,155,Dopamine transporter,Homo sapiens,5.178486471595227
1325,602898,99999.99999999999,nM,COc1ccc(cc1OC)C2=NNC(=O)[C@@H]3CC=CC[C@H]23,155,Dopamine transporter,Homo sapiens,4.0
1327,601719,10000.0,nM,CN(C)Cc1nc(c2ccc(cc2)C(C)(C)C)n(n1)c3cccc(O)c3,155,Dopamine transporter,Homo sapiens,5.0
1328,610434,620.0000000000001,nM,CN1CCc2ccccc2C1CCc3c[nH]c4ccc(cc34)C#N,155,Dopamine transporter,Homo sapiens,6.207608310501746
1335,610769,155.99999999999997,nM,CC(N1CCCCC1)C(=O)c2cccc(F)c2,155,Dopamine transporter,Homo sapiens,6.806875401645539
1338,610769,414.0,nM,CC(N1CCCCC1)C(=O)c2cccc(C)c2,155,Dopamine transporter,Homo sapiens,6.382999658879101
1339,610769,452.0,nM,COc1cccc(c1)C(=O)C(C)N2CCCCC2,155,Dopamine transporter,Homo sapiens,6.3448615651886175
1344,610769,692.9999999999998,nM,CC(NC1CCCC1)C(=O)c2cccc(F)c2,155,Dopamine transporter,Homo sapiens,6.159266765388193
1345,610769,749.9999999999999,nM,CC(N1CCCCC1)C(=O)c2cccc(Br)c2,155,Dopamine transporter,Homo sapiens,6.1249387366083
1346,610769,841.9999999999999,nM,CC(NC1CCCC1)C(=O)c2cccc(C)c2,155,Dopamine transporter,Homo sapiens,6.0746879085003505
1347,610769,845.0000000000003,nM,CC(NC1CCCC1)C(=O)c2cccc(Br)c2,155,Dopamine transporter,Homo sapiens,6.073143291050307
1350,610769,1470.0000000000002,nM,CC(NC(C)(C)C)C(=O)c1cccc(C)c1,155,Dopamine transporter,Homo sapiens,5.8326826652518236
1352,610769,1950.0,nM,CC(NC(C)(C)C)C(=O)c1ccc(C)cc1,155,Dopamine transporter,Homo sapiens,5.709965388637482
1353,610769,2270.0,nM,COc1cccc(c1)C(=O)C(C)NC2CCCC2,155,Dopamine transporter,Homo sapiens,5.6439741428068775
1356,610769,3619.999999999999,nM,COc1cccc(c1)C(=O)C(C)NC(C)(C)C,155,Dopamine transporter,Homo sapiens,5.441291429466834
1358,610769,7978.000000000002,nM,CC(NC(C)(C)C)C(=O)c1ccc(F)c(F)c1,155,Dopamine transporter,Homo sapiens,5.098105968026179
1359,610769,10000.0,nM,CC(N1CCCCC1)C(=O)c2cccc(c2)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,5.0
1360,610769,99.99999999999999,nM,CC(NC(C)(C)C)C(=O)c1cccc(c1)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,7.0
1361,610769,99.99999999999999,nM,CC(NC(C)(C)C)C(=O)c1cc(Cl)cc(Cl)c1,155,Dopamine transporter,Homo sapiens,7.0
1363,610769,99.99999999999999,nM,CC(NC1CCCC1)C(=O)c2cccc(c2)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,7.0
1364,610769,99.99999999999999,nM,CC(NC(C)(C)C)C(=O)c1cccs1,155,Dopamine transporter,Homo sapiens,7.0
1365,610769,99.99999999999999,nM,CC(CNC(C)(C)C)C(=O)c1cccc(Cl)c1,155,Dopamine transporter,Homo sapiens,7.0
1366,613763,5.012,nM,CCOC[C@H]1[C@@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.299988937677888
1367,613763,15.85,nM,COCC[C@H]1[C@]2(C)CNC[C@]12c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.79997073344623
1368,613763,19.950000000000003,nM,Cc1csc(C[C@H]2[C@@H]3CNC[C@]23c4ccc(Cl)c(Cl)c4)n1,155,Dopamine transporter,Homo sapiens,7.700057099977233
1369,611011,20927.000000000007,nM,Cl.CNC[C@@H](O)[C@@H](N1CC(C)(C)c2cccc(F)c12)c3ccccc3,155,Dopamine transporter,Homo sapiens,4.679293025690409
1370,611011,22833.999999999996,nM,Cl.CNC[C@@H](O)[C@@H](N1CC(C)(C)c2cccc(F)c12)c3cccc(F)c3,155,Dopamine transporter,Homo sapiens,4.641418003281486
1371,617686,4000.0,nM,Cl.CNCCCC1Cc2cc(F)ccc2N(c3ccccc3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.3979400086720375
1372,617686,6599.999999999998,nM,Cl.CNCCCC1Cc2ccccc2N(c3ccccc3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.180456064458132
1373,622531,890.0000000000001,nM,CC(N)Cc1ccc2OCOc2c1,155,Dopamine transporter,Homo sapiens,6.050609993355087
1374,622531,3073.0,nM,CSc1ccc(CC(C)N)cc1,155,Dopamine transporter,Homo sapiens,5.512437439743622
1375,622531,1441.9999999999998,nM,CNC(C)Cc1ccc2OCOc2c1,155,Dopamine transporter,Homo sapiens,5.84103473961659
1376,622531,423.9999999999999,nM,CC(N)Cc1ccc(Cl)cc1,155,Dopamine transporter,Homo sapiens,6.372634143407267
1377,632362,211.99999999999994,nM,CN1CCN(C[C@H](c2csc(Cl)c2)C3(O)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,6.673664139071248
1378,632362,5999.999999999999,nM,CN1CCN(C[C@@H](c2csc(Cl)c2)C3(O)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,5.221848749616356
1379,632362,175.00000000000003,nM,CN1CCN(C[C@H](c2cccc(Cl)c2)C3(O)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,6.756961951313706
1380,632362,30.0,nM,CN1CCN(C[C@@H](c2cccc(Cl)c2)C3(N)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,7.522878745280337
1381,632362,389.00000000000006,nM,CN1CCN(CC(c2csc(Cl)c2)C3(O)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,6.410050398674292
1382,632362,10000.0,nM,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,155,Dopamine transporter,Homo sapiens,5.0
1384,632362,247.0,nM,CN1CCN(CC(c2cccc(Cl)c2)C3(O)CCCCC3)CC1,155,Dopamine transporter,Homo sapiens,6.607303046740334
1386,634325,290.99999999999994,nM,CNC[C@H](O)CCN1c2ccccc2N(c3ccc(F)c(F)c3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.536107011014093
1387,634325,512.0,nM,CNCCCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.29073003902417
1388,634325,262.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3ccc(F)cc3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.581698708680254
1389,634325,267.00000000000006,nM,CNC[C@H](O)CCN1c2ccccc2N(c3cccc(OC)c3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.573488738635425
1390,634325,386.0000000000001,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3ccc(F)cc3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.413412695328245
1391,634325,509.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3cc(F)ccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.293282217663242
1392,634325,2326.0,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3C)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.63339028960757
1393,634325,2618.0000000000005,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3c(F)cccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.582030357785263
1394,634325,998.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3ccc(F)cc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,6.000869458712629
1395,634325,3185.000000000001,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3ccc(F)cc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.4968905633286305
1396,634325,2409.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.618163200001657
1397,634325,2113.0,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.675100502947687
1398,634325,2085.9999999999995,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3cc(F)ccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.680685695909488
1399,634325,1475.0000000000005,nM,CNCC(=O)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.831207979685818
1400,634325,1872.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3ccccc3C)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.727694155597914
1401,634325,3616.9999999999995,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.44165149123838
