,assay_id,standard_value,standard_units,canonical_smiles,tid,pref_name,organism,affinity
764,479730,1680.0,nM,CN(C)Cc1cnc(C)cc1Oc2ccc(Cl)cc2C,155,Dopamine transporter,Homo sapiens,5.774690718274137
765,479730,3229.9999999999995,nM,CN(C)Cc1cnccc1Oc2ccc(Cl)cc2C,155,Dopamine transporter,Homo sapiens,5.490797477668897
766,479730,34000.0,nM,CCc1cc(Cl)ccc1Oc2cc(C)ncc2CN(C)C,155,Dopamine transporter,Homo sapiens,4.468521082957745
767,479730,34100.00000000001,nM,CCc1cc(Cl)ccc1Oc2cc(C)ncc2CNC,155,Dopamine transporter,Homo sapiens,4.467245621007502
768,479730,38000.0,nM,CCc1cc(Cl)ccc1Oc2ccncc2CN(C)C,155,Dopamine transporter,Homo sapiens,4.42021640338319
769,479730,5040.000000000001,nM,COc1cc(Cl)ccc1Oc2cc(C)ncc2CN(C)C,155,Dopamine transporter,Homo sapiens,5.297569463554475
770,479730,10200.000000000002,nM,COc1cc(Cl)ccc1Oc2ccncc2CN(C)C,155,Dopamine transporter,Homo sapiens,4.991399828238082
774,467621,10000.0,nM,CCN(CC)C(=O)C1(CC1(C)CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
775,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
776,467621,6300.000000000001,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.200659450546418
777,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC(=C)F)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
778,467621,2900.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC(=C)F)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.5376020021010435
779,467621,10000.0,nM,CN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
780,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC2CC2)c3ccc4OCCOc4c3,155,Dopamine transporter,Homo sapiens,5.0
781,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)C2CC2)c3ccc4OCCOc4c3,155,Dopamine transporter,Homo sapiens,5.0
782,467621,10000.0,nM,CCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
783,467621,10000.0,nM,CCN(CC1CC1)C(=O)[C@]2(C[C@H]2CN)c3ccc4OCCOc4c3,155,Dopamine transporter,Homo sapiens,5.0
784,467621,10000.0,nM,CCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
785,467621,10000.0,nM,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
786,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
787,467621,3599.999999999999,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCc3ccccc3C2)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens,5.443697499232713
788,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCc3sccc3C2)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens,5.0
789,467621,3599.999999999999,nM,NC[C@@H]1C[C@@]1(C(=O)C2NCc3ccccc23)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens,5.443697499232713
790,467621,5100.000000000001,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCOc3ccccc23)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens,5.292429823902063
791,467621,639.9999999999999,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCc3ccccc23)c4ccc5OCOc5c4,155,Dopamine transporter,Homo sapiens,6.1938200260161125
792,467621,10000.0,nM,CC#CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
793,467621,4299.999999999999,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2ccc3OCOc3c2,155,Dopamine transporter,Homo sapiens,5.366531544420414
794,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2ccc3OCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
795,467621,10000.0,nM,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
796,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
797,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3CCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
798,467621,10000.0,nM,CCCN(CC#CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
799,467621,10000.0,nM,CC#CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
800,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
801,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC#C)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
802,467621,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
803,467621,10000.0,nM,CCCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
804,467621,10000.0,nM,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
805,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2,155,Dopamine transporter,Homo sapiens,5.0
806,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3occc3c2,155,Dopamine transporter,Homo sapiens,5.0
807,467621,1299.9999999999995,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3sccc3c2,155,Dopamine transporter,Homo sapiens,5.886056647693163
808,467621,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccc(F)c2,155,Dopamine transporter,Homo sapiens,5.0
809,467621,3199.9999999999995,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.494850021680094
810,467621,10000.0,nM,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
811,467621,4299.999999999999,nM,NCC1C(c2ccccc2)C1(C(=O)N3CCc4ccccc34)c5ccccc5,155,Dopamine transporter,Homo sapiens,5.366531544420414
812,467621,10000.0,nM,CCN(CC=C)C(=O)C1(C(CN)C1c2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
813,467621,10000.0,nM,CCN(CC)C(=O)C1(C(CN)C1c2ccccc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
814,467621,10000.0,nM,CC1(C)C(CN)C1(C(=O)N2CCc3ccccc23)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
815,467621,10000.0,nM,CCN(CC=C)C(=O)C1(C(CN)C1(C)C)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.0
816,467621,4499.999999999999,nM,CCN(CC)C(=O)C1(C(CN)C1(C)C)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.346787486224656
821,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N2C=COc3ccccc23)c4ccsc4,155,Dopamine transporter,Homo sapiens,5.0
822,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCCc3ccccc23)c4ccsc4,155,Dopamine transporter,Homo sapiens,5.0
823,467792,6900.000000000002,nM,NC[C@@H]1C[C@@]1(C(=O)C2NCc3ccccc23)c4ccsc4,155,Dopamine transporter,Homo sapiens,5.161150909262744
824,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCc3ccccc3C2)c4ccsc4,155,Dopamine transporter,Homo sapiens,5.0
825,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N2CCCC=C2)c3ccsc3,155,Dopamine transporter,Homo sapiens,5.0
826,467792,10000.0,nM,COCCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
827,467792,10000.0,nM,CN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
828,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
829,467792,10000.0,nM,CN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
830,467792,10000.0,nM,COCCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
831,467792,10000.0,nM,COCCN(C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
832,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)C2CC2)c3ccsc3,155,Dopamine transporter,Homo sapiens,5.0
833,467792,10000.0,nM,COCCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
834,467792,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC#C)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
835,467792,8300.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.080921907623926
836,467792,10000.0,nM,CN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
837,467792,10000.0,nM,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
838,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN(C)C)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
839,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CNC)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
840,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2csc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
841,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2nc3ccccc3s2,155,Dopamine transporter,Homo sapiens,5.0
842,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cc3cc(F)ccc3s2,155,Dopamine transporter,Homo sapiens,5.0
843,467792,2399.9999999999995,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cc3ccccc3s2,155,Dopamine transporter,Homo sapiens,5.619788758288394
844,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccnc2,155,Dopamine transporter,Homo sapiens,5.0
845,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccccn2,155,Dopamine transporter,Homo sapiens,5.0
846,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2sc(Cl)c(Cl)c2Cl,155,Dopamine transporter,Homo sapiens,5.0
847,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cc(Cl)c(Cl)s2,155,Dopamine transporter,Homo sapiens,5.0
848,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc(Cl)s2,155,Dopamine transporter,Homo sapiens,5.0
849,467792,6300.000000000001,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc(Br)s2,155,Dopamine transporter,Homo sapiens,5.200659450546418
850,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
851,467792,10000.0,nM,CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,155,Dopamine transporter,Homo sapiens,5.0
852,467792,10000.0,nM,CCN(C=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCOc3c2,155,Dopamine transporter,Homo sapiens,5.0
854,529653,1700.0,nM,Brc1ccc(NC(=O)c2cccc(c2)S(=O)(=O)Nc3ccc(Br)cc3)cc1,155,Dopamine transporter,Homo sapiens,5.769551078621726
858,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3c(C)cccc3F,155,Dopamine transporter,Homo sapiens,5.0
860,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3c(F)cccc3C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.0
861,510056,10000.0,nM,CCc1cccc(F)c1O[C@@H]2[C@H](CNC)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
862,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cc(F)ccc3C,155,Dopamine transporter,Homo sapiens,5.0
863,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccc(F)cc3C,155,Dopamine transporter,Homo sapiens,5.0
864,510056,1400.0000000000002,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cccc(Cl)c3C,155,Dopamine transporter,Homo sapiens,5.853871964321762
865,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cccc(F)c3C,155,Dopamine transporter,Homo sapiens,5.0
866,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.0
867,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3SC,155,Dopamine transporter,Homo sapiens,5.0
868,510056,4000.0,nM,CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3SC,155,Dopamine transporter,Homo sapiens,5.3979400086720375
869,510056,10000.0,nM,CCOc1ccccc1O[C@@H]2[C@@H](CNC)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
870,510056,10000.0,nM,CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3OC,155,Dopamine transporter,Homo sapiens,5.0
871,510056,10000.0,nM,CCc1ccccc1O[C@@H]2[C@@H](CNC)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
872,510056,10000.0,nM,CCc1ccccc1O[C@@H]2[C@H](CNC)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
873,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3F,155,Dopamine transporter,Homo sapiens,5.0
874,510056,10000.0,nM,CNC[C@H]1CCc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
875,510056,4100.0,nM,CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.3872161432802645
876,510056,10000.0,nM,CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
877,510056,10000.0,nM,CNC[C@H]1CS(=O)(=O)c2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
878,510056,7499.999999999998,nM,CNC[C@H]1CSc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.1249387366083
879,510056,4200.000000000001,nM,CNC[C@H]1COc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.376750709602099
880,510056,10000.0,nM,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
881,510056,10000.0,nM,CNC[C@@H]1SCc2ccccc2[C@@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
882,510056,10000.0,nM,Cc1ccccc1O[C@@H]2[C@H](CN)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
883,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
884,510056,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
885,510056,10000.0,nM,CNC[C@@H]1CSc2ccccc2[C@@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
886,510056,10000.0,nM,Cc1ccccc1O[C@@H]2[C@H](CN)COc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
887,510056,10000.0,nM,CNC[C@@H]1COc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
888,510056,10000.0,nM,CN(C)C[C@@H]1COc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
889,510056,10000.0,nM,CNC[C@@H]1COc2ccccc2[C@@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
891,510056,2399.9999999999995,nM,CNCCC(Oc1ccccc1OC)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.619788758288394
892,510056,4000.0,nM,CNC[C@H]1Cc2ccccc2[C@@H]1Oc3cccc4ccccc34,155,Dopamine transporter,Homo sapiens,5.3979400086720375
893,510056,10000.0,nM,CNC[C@H]1Cc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
894,510056,5700.0,nM,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc3cccc4ccccc34,155,Dopamine transporter,Homo sapiens,5.2441251443275085
895,510056,10000.0,nM,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc3ccc(cc3)C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.0
896,510056,10000.0,nM,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc3ccc(cc3)C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.0
897,510056,10000.0,nM,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
898,510056,5299.999999999999,nM,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.275724130399211
900,510093,10000.0,nM,CCOc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,155,Dopamine transporter,Homo sapiens,5.0
901,510093,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3ccc(O)cc3C,155,Dopamine transporter,Homo sapiens,5.0
905,510093,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cccc(C)c3C,155,Dopamine transporter,Homo sapiens,5.0
906,510093,2599.999999999999,nM,CNC[C@H]1OCc2ccccc2[C@H]1Oc3cccc(C)c3C,155,Dopamine transporter,Homo sapiens,5.585026652029182
907,510093,10000.0,nM,CNC[C@H]1OCc2ccccc2[C@H]1Oc3ccccc3C(F)(F)F,155,Dopamine transporter,Homo sapiens,5.0
909,510093,7000.000000000002,nM,CNC[C@H]1OCc2ccccc2[C@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.154901959985743
911,510093,10000.0,nM,CNC[C@H]1COc2ccccc2[C@H]1Oc3ccccc3Cl,155,Dopamine transporter,Homo sapiens,5.0
913,510093,10000.0,nM,CCc1ccccc1O[C@H]2[C@@H](CNC)COc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
914,510093,10000.0,nM,CCc1ccccc1O[C@@H]2[C@H](CNC)COc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
915,510093,10000.0,nM,CNC[C@@H]1OCc2ccccc2[C@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
917,510093,10000.0,nM,CNC[C@@H]1COc2ccccc2[C@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
919,510093,10000.0,nM,Cc1ccccc1O[C@H]2[C@@H](CN)OCc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
921,510093,10000.0,nM,Cc1ccccc1O[C@H]2[C@@H](CN)COc3ccccc23,155,Dopamine transporter,Homo sapiens,5.0
923,510093,10000.0,nM,CNC[C@H]1OCc2ccccc2[C@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
925,510093,10000.0,nM,CNC[C@H]1COc2ccccc2[C@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.0
927,510093,3800.000000000001,nM,CNC[C@H]1CCc2ccccc2[C@H]1Oc3ccccc3C,155,Dopamine transporter,Homo sapiens,5.42021640338319
931,560770,6488.000000000002,nM,NCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.1878891587969
932,560770,7133.0,nM,NCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.146727775979317
933,560770,99999.99999999999,nM,COc1ccc(cc1OC)C2=NNC(=O)C3CC=CCC23,155,Dopamine transporter,Homo sapiens,4.0
934,560770,99999.99999999999,nM,COc1ccc(cc1OC)C2=NN(CCCCCBr)C(=O)C3CC=CCC23,155,Dopamine transporter,Homo sapiens,4.0
935,560770,5983.0,nM,COc1ccc(cc1OC)C2=NN(CCCCCNCC[C@H](Oc3ccc(cc3)C(F)(F)F)c4ccccc4)C(=O)C5CC=CCC25,155,Dopamine transporter,Homo sapiens,5.223080997157954
936,560770,7000.999999999998,nM,COc1ccc(cc1OC)C2=NN(CCCCCNCC[C@@H](Oc3ccc(cc3)C(F)(F)F)c4ccccc4)C(=O)C5CC=CCC25,155,Dopamine transporter,Homo sapiens,5.154839922348054
938,556593,47.0,nM,Cl.CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4cn(Cc5ccccc5)nn4,155,Dopamine transporter,Homo sapiens,7.327902142064283
939,556593,8.0,nM,Cl.CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4cn(CCN5CCCCC5)nn4,155,Dopamine transporter,Homo sapiens,8.096910013008056
940,556593,2.1999999999999997,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccc(N)cc3)[C@H](C2)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens,8.657577319177793
941,556593,0.8999999999999998,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccc(cc3)[N+](=O)[O-])[C@H](C2)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens,9.045757490560675
942,556593,0.7999999999999999,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccccc3)[C@H](C2)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens,9.096910013008056
943,556593,0.7999999999999999,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccccc3)[C@H](C2)c4ccc(C)cc4,155,Dopamine transporter,Homo sapiens,9.096910013008056
944,556593,3.599999999999999,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#C)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens,8.443697499232712
945,556593,11.0,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#C)[C@H](C2)c3ccc(C)cc3,155,Dopamine transporter,Homo sapiens,7.958607314841775
946,556593,1.4000000000000004,nM,Cl.CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens,8.853871964321762
947,556593,3.599999999999999,nM,Cl.CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(C)cc3,155,Dopamine transporter,Homo sapiens,8.443697499232712
948,556593,0.31999999999999995,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C=C(Br)Br)[C@H](C2)c3ccc(Cl)cc3,155,Dopamine transporter,Homo sapiens,9.494850021680094
949,556593,0.22999999999999995,nM,Cl.CN1[C@H]2CC[C@@H]1[C@@H](C=C(Br)Br)[C@H](C2)c3ccc(C)cc3,155,Dopamine transporter,Homo sapiens,9.638272163982407
950,556593,22.999999999999993,nM,Cl.COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccccc3)N2C,155,Dopamine transporter,Homo sapiens,7.638272163982407
951,539365,500.0,nM,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,155,Dopamine transporter,Homo sapiens,6.301029995663981
952,512431,3410.0000000000014,nM,C[C@@H](Oc1cccc(Cn2c(C)c(C(=O)c3ccc(Cl)cc3)c4ccc(OC(F)(F)F)cc24)c1)C(=O)O,155,Dopamine transporter,Homo sapiens,5.467245621007502
955,493242,3199.9999999999995,nM,CCN(CC)C(=O)[C@@]1(C[C@H]1CN)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.494850021680094
956,493242,5539.000000000001,nM,NC[C@@H]1C[C@@]1(C(=O)N2Cc3ccccc3C2)c4cccs4,155,Dopamine transporter,Homo sapiens,5.256568634853316
958,493242,10000.0,nM,CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
959,493242,10000.0,nM,CCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
960,493242,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
961,493242,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)C2CC2)c3cccs3,155,Dopamine transporter,Homo sapiens,5.0
962,493242,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)Cc2nccs2)c3cccs3,155,Dopamine transporter,Homo sapiens,5.0
963,493242,10000.0,nM,CCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
964,493242,10000.0,nM,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2cccs2,155,Dopamine transporter,Homo sapiens,5.0
965,494500,17.0,nM,C1CCN(CC1)C2(CCCCC2)c3cc4ccccc4s3,155,Dopamine transporter,Homo sapiens,7.769551078621726
966,564829,14999.999999999996,nM,C(O[C@H]1CCNC1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,4.823908740944319
967,564829,3800.000000000001,nM,C(O[C@@H]1CCNC1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,5.42021640338319
968,564829,860.9999999999998,nM,N#Cc1ccc2cc(CO[C@H]3CCNC3)ccc2c1,155,Dopamine transporter,Homo sapiens,6.064996848546345
969,564829,2100.0000000000005,nM,Fc1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,155,Dopamine transporter,Homo sapiens,5.6777807052660805
